cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end JMP 68 __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end 
cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
cmpavr1.o 0x0000: ,.comment,.debug_aranges,.debug_info,.debug_abbrev,.debug_line,.debug_frame,.debug_str,.debug_loc,cmp.c,__tmp_reg__,__zero_reg__,_exit.o,,__vectors,__vector_default,__heap_end CPU-waitstate
cmpavr1.o 0x0068: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end EOR R1, R1 SREG=[------Z-] 
cmpavr1.o 0x006a: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x1 OUT 0x3f, R1 
cmpavr1.o 0x006c: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x2 LDI R28, 0xff 
cmpavr1.o 0x006e: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x3 LDI R29, 0x08 
cmpavr1.o 0x0070: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x4 OUT 0x3e, R29 SP=0x800 
cmpavr1.o 0x0072: __trampolines_start,__trampolines_end,__dtors_end,__init,__ctors_start,__dtors_start,__ctors_end+0x5 OUT 0x3d, R28 SP=0x8ff 
cmpavr1.o 0x0074: __do_copy_data                 LDI R17, 0x01 
cmpavr1.o 0x0172: __itoa_ncheck+0x1              CPI R20, 0x0a SREG=[--H-----] 
cmpavr1.o 0x0174: __itoa_ncheck+0x2              BRNE ->0x000c __data_load_end+0x88           
cmpavr1.o 0x0174: __itoa_ncheck+0x2              CPU-waitstate
cmpavr1.o 0x0182: __itoa_ncheck+0x9              JMP 188 __utoa_common                  
cmpavr1.o 0x0182: __itoa_ncheck+0x9              CPU-waitstate
cmpavr1.o 0x0182: __itoa_ncheck+0x9              CPU-waitstate
cmpavr1.o 0x0188: __utoa_common                  MOVW R30, R22 
cmpavr1.o 0x018a: __utoa_common+0x1              EOR R21, R21 SREG=[--H---Z-] 
cmpavr1.o 0x018c: __utoa_common+0x2              EOR R26, R26 SREG=[--H---Z-] 
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[--H-----] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N-C] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[--------] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[--------] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[----VN--] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[---SV-ZC] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---S-N--] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--H-----] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[---SV---] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[--------] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[----VN--] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[------Z-] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[---SV-ZC] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[--------] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0x94           
cmpavr1.o 0x019e: __utoa_common+0xb              CPU-waitstate
cmpavr1.o 0x018e: __utoa_common+0x3              ADD R24, R24 SREG=[------Z-] 
cmpavr1.o 0x0190: __utoa_common+0x4              ADC R25, R25 SREG=[------Z-] 
cmpavr1.o 0x0192: __utoa_common+0x5              ADC R26, R26 SREG=[--------] 
cmpavr1.o 0x0194: __utoa_common+0x6              CP R26, R20 SREG=[---S-N-C] 
cmpavr1.o 0x0196: __utoa_common+0x7              BRCS ->0x0004 __data_load_end+0xa2           
cmpavr1.o 0x0196: __utoa_common+0x7              CPU-waitstate
cmpavr1.o 0x019c: __utoa_common+0xa              SUBI R21, 0x10 SREG=[------Z-] 
cmpavr1.o 0x019e: __utoa_common+0xb              BRNE ->0xffee __data_load_end+0xa6           
cmpavr1.o 0x01a0: __utoa_common+0xc              SUBI R26, 0xd0 SREG=[-------C] 
cmpavr1.o 0x01a2: __utoa_common+0xd              CPI R26, 0x3a SREG=[--HS-N-C] 
cmpavr1.o 0x01a4: __utoa_common+0xe              BRCS ->0x0002 
cmpavr1.o 0x01a4: __utoa_common+0xe              CPU-waitstate
cmpavr1.o 0x01a8: __utoa_common+0x10             ST Z+, R26 
cmpavr1.o 0x01a8: __utoa_common+0x10             CPU-waitstate
cmpavr1.o 0x01aa: __utoa_common+0x11             SBIW R24, 0x00 SREG=[--H---Z-] 
cmpavr1.o 0x01aa: __utoa_common+0x11             CPU-waitstate
cmpavr1.o 0x01ac: __utoa_common+0x12             BRNE ->0xffde __data_load_end+0xb4           
cmpavr1.o 0x01ae: __utoa_common+0x13             CPSE R27, R1 
cmpavr1.o 0x01ae: __utoa_common+0x13             CPU-waitstate
cmpavr1.o 0x01b2: __utoa_common+0x15             ST Z+, R1 
cmpavr1.o 0x01b2: __utoa_common+0x15             CPU-waitstate
cmpavr1.o 0x01b4: __utoa_common+0x16             MOVW R24, R22 
cmpavr1.o 0x01b6: __utoa_common+0x17             JMP 1ba strrev                         
cmpavr1.o 0x01b6: __utoa_common+0x17             CPU-waitstate
cmpavr1.o 0x01b6: __utoa_common+0x17             CPU-waitstate
cmpavr1.o 0x01ba: strrev                         MOVW R26, R24 
cmpavr1.o 0x01bc: strrev+0x1                     MOVW R30, R24 
cmpavr1.o 0x01be: strrev+0x2                     MOV R22, R23 
cmpavr1.o 0x01c0: strrev+0x3                     LD R23, Z+ 
cmpavr1.o 0x01c0: strrev+0x3                     CPU-waitstate
cmpavr1.o 0x01c2: strrev+0x4                     AND R23, R23 SREG=[--H-----] 
cmpavr1.o 0x01c4: strrev+0x5                     BRNE ->0xfff8 __data_load_end+0xc4           
cmpavr1.o 0x01c4: strrev+0x5                     CPU-waitstate
cmpavr1.o 0x01be: strrev+0x2                     MOV R22, R23 
cmpavr1.o 0x01c0: strrev+0x3                     LD R23, Z+ 
cmpavr1.o 0x01c0: strrev+0x3                     CPU-waitstate
cmpavr1.o 0x01c2: strrev+0x4                     AND R23, R23 SREG=[--H---Z-] 
cmpavr1.o 0x01c4: strrev+0x5                     BRNE ->0xfff8 __data_load_end+0xcc           
cmpavr1.o 0x01c6: strrev+0x6                     SBIW R30, 0x02 SREG=[--H-----] 
cmpavr1.o 0x01c6: strrev+0x6                     CPU-waitstate
cmpavr1.o 0x01c8: strrev+0x7                     RJMP 1d2 
cmpavr1.o 0x01c8: strrev+0x7                     CPU-waitstate
cmpavr1.o 0x01d2: strrev+0xc                     CP R26, R30 SREG=[------Z-] 
cmpavr1.o 0x01d4: strrev+0xd                     CPC R27, R31 SREG=[------Z-] 
cmpavr1.o 0x01d6: strrev+0xe                     BRCS ->0xfff2 __data_load_end+0xde           
cmpavr1.o 0x01d8: strrev+0xf                     RET SP=0x8e5 0x0 SP=0x8e6 0x6d 
cmpavr1.o 0x01d8: strrev+0xf                     CPU-waitstate
cmpavr1.o 0x01d8: strrev+0xf                     CPU-waitstate
cmpavr1.o 0x01d8: strrev+0xf                     CPU-waitstate
cmpavr1.o 0x00da: platform_main_end+0x18         LDI R24, 0x04 
cmpavr1.o 0x00dc: platform_main_end+0x19         LDI R25, 0x01 
cmpavr1.o 0x00de: platform_main_end+0x1a         CALL 0x96 SP=0x8e5 0x71 SP=0x8e4 0x0 
cmpavr1.o 0x00de: platform_main_end+0x1a         CPU-waitstate
cmpavr1.o 0x00de: platform_main_end+0x1a         CPU-waitstate
cmpavr1.o 0x00de: platform_main_end+0x1a         CPU-waitstate
cmpavr1.o 0x0096: debug_puts                     MOVW R30, R24 
cmpavr1.o 0x0098: debug_puts+0x1                 LDD R18, Z+0 
cmpavr1.o 0x0098: debug_puts+0x1                 CPU-waitstate
cmpavr1.o 0x009a: debug_puts+0x2                 AND R18, R18 SREG=[--------] 
cmpavr1.o 0x009c: debug_puts+0x3                 BREQ ->0x000a main+0x18                      
cmpavr1.o 0x009e: debug_puts+0x4                 ADIW R30, 1 SREG=[--------] 
cmpavr1.o 0x009e: debug_puts+0x4                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a6: debug_puts+0x8                 RJMP a0 
cmpavr1.o 0x00a6: debug_puts+0x8                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a4: debug_puts+0x7                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 RET SP=0x8e5 0x0 SP=0x8e6 0x71 
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00e2: platform_main_end+0x1c         MOVW R24, R28 
cmpavr1.o 0x00e4: platform_main_end+0x1d         ADIW R24, 1 SREG=[--------] 
cmpavr1.o 0x00e4: platform_main_end+0x1d         CPU-waitstate
cmpavr1.o 0x00e6: platform_main_end+0x1e         CALL 0x96 SP=0x8e5 0x75 SP=0x8e4 0x0 
cmpavr1.o 0x00e6: platform_main_end+0x1e         CPU-waitstate
cmpavr1.o 0x00e6: platform_main_end+0x1e         CPU-waitstate
cmpavr1.o 0x00e6: platform_main_end+0x1e         CPU-waitstate
cmpavr1.o 0x0096: debug_puts                     MOVW R30, R24 
cmpavr1.o 0x0098: debug_puts+0x1                 LDD R18, Z+0 
cmpavr1.o 0x0098: debug_puts+0x1                 CPU-waitstate
cmpavr1.o 0x009a: debug_puts+0x2                 AND R18, R18 SREG=[--------] 
cmpavr1.o 0x009c: debug_puts+0x3                 BREQ ->0x000a main+0x18                      
cmpavr1.o 0x009e: debug_puts+0x4                 ADIW R30, 1 SREG=[--------] 
cmpavr1.o 0x009e: debug_puts+0x4                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a4: debug_puts+0x7                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 RET SP=0x8e5 0x0 SP=0x8e6 0x75 
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00ea: platform_main_end+0x20         LDI R24, 0x10 
cmpavr1.o 0x00ec: platform_main_end+0x21         LDI R25, 0x01 
cmpavr1.o 0x00ee: platform_main_end+0x22         CALL 0x96 SP=0x8e5 0x79 SP=0x8e4 0x0 
cmpavr1.o 0x00ee: platform_main_end+0x22         CPU-waitstate
cmpavr1.o 0x00ee: platform_main_end+0x22         CPU-waitstate
cmpavr1.o 0x00ee: platform_main_end+0x22         CPU-waitstate
cmpavr1.o 0x0096: debug_puts                     MOVW R30, R24 
cmpavr1.o 0x0098: debug_puts+0x1                 LDD R18, Z+0 
cmpavr1.o 0x0098: debug_puts+0x1                 CPU-waitstate
cmpavr1.o 0x009a: debug_puts+0x2                 AND R18, R18 SREG=[--------] 
cmpavr1.o 0x009c: debug_puts+0x3                 BREQ ->0x000a main+0x18                      
cmpavr1.o 0x009e: debug_puts+0x4                 ADIW R30, 1 SREG=[--------] 
cmpavr1.o 0x009e: debug_puts+0x4                 CPU-waitstate
cmpavr1.o 0x00a0: debug_puts+0x5                 OUT 0x00, R18 
cmpavr1.o 0x00a2: debug_puts+0x6                 LD R18, Z+ 
cmpavr1.o 0x00a2: debug_puts+0x6                 CPU-waitstate
cmpavr1.o 0x00a4: debug_puts+0x7                 CPSE R18, R1 
cmpavr1.o 0x00a4: debug_puts+0x7                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 RET SP=0x8e5 0x0 SP=0x8e6 0x79 
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
cmpavr1.o 0x00a8: debug_puts+0x9                 CPU-waitstate
